,symbol,companyName,sectorKey,industryKey
431,CHD,"Church & Dwight Co., Inc.",consumer-defensive,household-personal-products
432,CHE,Chemed Corporation,healthcare,medical-care-facilities
433,CHGG,"Chegg, Inc.",consumer-defensive,education-training-services
434,CHH,"Choice Hotels International, Inc.",consumer-cyclical,lodging
435,CHMI,Cherry Hill Mortgage Investment Corporation,real-estate,reit-mortgage
436,CHN,"The China Fund, Inc.",financial-services,asset-management
437,CHPT,"ChargePoint Holdings, Inc.",consumer-cyclical,specialty-retail
438,CHT,"Chunghwa Telecom Co., Ltd.",communication-services,telecom-services
439,CHWY,"Chewy, Inc.",consumer-cyclical,internet-retail
440,CI,The Cigna Group,healthcare,healthcare-plans
441,CIA,"Citizens, Inc.",financial-services,insurance-life
442,CIB,Grupo Cibest S.A.,financial-services,banks-regional
443,CICB,CION Investment Corporation,,
444,CIEN,Ciena Corporation,technology,communication-equipment
445,CIF,MFS Intermediate High Income Fund,financial-services,asset-management
446,CIG,Companhia Energética de Minas Gerais - CEMIG,utilities,utilities-diversified
447,CII,"BlackRock Enhanced Large Cap Core Fund, Inc.",financial-services,asset-management
448,CIM,Chimera Investment Corporation,real-estate,reit-mortgage
449,CIMN,Chimera Investment Corporation ,N/A,N/A
450,CIMO,Chimera Investment Corporation,,
451,CINT,CI&T Inc.,technology,software-infrastructure
452,CIO,"City Office REIT, Inc.",real-estate,reit-office
453,CION,CION Investment Corporation,financial-services,asset-management
454,CIVI,"Civitas Resources, Inc.",energy,oil-gas-e-p
455,CL,Colgate-Palmolive Company,consumer-defensive,household-personal-products
456,CLB,Core Laboratories Inc.,energy,oil-gas-equipment-services
457,CLBR,Colombier Acquisition Corp. II,N/A,N/A
458,CLCO,Cool Company Ltd.,energy,oil-gas-midstream
459,CLDT,Chatham Lodging Trust,real-estate,reit-hotel-motel
460,CLF,Cleveland-Cliffs Inc.,basic-materials,steel
461,CLH,"Clean Harbors, Inc.",industrials,waste-management
462,CLPR,Clipper Realty Inc.,real-estate,reit-residential
463,CLS,Celestica Inc.,technology,electronic-components
464,CLVT,Clarivate Plc,technology,information-technology-services
465,CLW,Clearwater Paper Corporation,basic-materials,paper-paper-products
466,CLX,The Clorox Company,consumer-defensive,household-personal-products
467,CM,Canadian Imperial Bank of Commerce,financial-services,banks-diversified
468,CMA,Comerica Incorporated,financial-services,banks-regional
469,CMBT,Cmb.Tech NV,energy,oil-gas-midstream
470,CMC,Commercial Metals Company,basic-materials,steel
471,CMCM,Cheetah Mobile Inc.,communication-services,internet-content-information
472,CMDB,Costamare Bulkers Holdings Limited,industrials,marine-shipping
473,CMG,"Chipotle Mexican Grill, Inc.",consumer-cyclical,restaurants
474,CMI,Cummins Inc.,industrials,specialty-industrial-machinery
475,CMP,"Compass Minerals International, Inc.",basic-materials,other-industrial-metals-mining
476,CMRE,Costamare Inc.,industrials,marine-shipping
477,CMS,CMS Energy Corporation,utilities,utilities-regulated-electric
478,CMSA,CMS Energy Corporation 5.6% JRSUB NT 78,N/A,N/A
479,CMSC,CMS Energy Corporation 5.875% J,N/A,N/A
480,CMSD,CMS Energy Corporation 5.875% J,N/A,N/A
481,CMTG,"Claros Mortgage Trust, Inc.",real-estate,reit-mortgage
482,CMU,MFS High Yield Municipal Trust,financial-services,asset-management
483,CNA,CNA Financial Corporation,financial-services,insurance-property-casualty
484,CNC,Centene Corporation,healthcare,healthcare-plans
485,CNF,CNFinance Holdings Limited,financial-services,mortgage-finance
486,CNH,CNH Industrial N.V.,industrials,farm-heavy-construction-machinery
487,CNI,Canadian National Railway Company,industrials,railroads
488,CNK,"Cinemark Holdings, Inc.",communication-services,entertainment
489,CNM,"Core & Main, Inc.",industrials,industrial-distribution
490,CNMD,CONMED Corporation,healthcare,medical-devices
491,CNNE,"Cannae Holdings, Inc.",consumer-cyclical,restaurants
492,CNO,"CNO Financial Group, Inc.",financial-services,insurance-life
493,CNP,"CenterPoint Energy, Inc.",utilities,utilities-regulated-electric
494,CNQ,Canadian Natural Resources Limited,energy,oil-gas-e-p
495,CNR,"Core Natural Resources, Inc.",energy,thermal-coal
496,CNS,"Cohen & Steers, Inc.",financial-services,asset-management
497,CNX,CNX Resources Corporation,energy,oil-gas-e-p
498,CODI,Compass Diversified,industrials,conglomerates
499,COF,Capital One Financial Corporation,financial-services,credit-services
500,COHR,Coherent Corp.,technology,scientific-technical-instruments
501,COLD,"Americold Realty Trust, Inc.",real-estate,reit-industrial
502,COMP,"Compass, Inc.",real-estate,real-estate-services
503,CON,"Concentra Group Holdings Parent, Inc.",healthcare,medical-care-facilities
504,COOK,"Traeger, Inc.",consumer-cyclical,furnishings-fixtures-appliances
505,COP,ConocoPhillips,energy,oil-gas-e-p
506,COR,"Cencora, Inc.",healthcare,medical-distribution
507,COTY,Coty Inc.,consumer-defensive,household-personal-products
508,COUR,"Coursera, Inc.",consumer-defensive,education-training-services
509,CP,Canadian Pacific Kansas City Limited,industrials,railroads
510,CPA,"Copa Holdings, S.A.",industrials,airlines
511,CPAC,Cementos Pacasmayo S.A.A.,basic-materials,building-materials
512,CPAY,"Corpay, Inc.",technology,software-infrastructure
513,CPF,Central Pacific Financial Corp.,financial-services,banks-regional
514,CPK,Chesapeake Utilities Corporation,utilities,utilities-regulated-gas
515,CPNG,"Coupang, Inc.",consumer-cyclical,internet-retail
516,CPRI,Capri Holdings Limited,consumer-cyclical,luxury-goods
517,CPS,Cooper-Standard Holdings Inc.,consumer-cyclical,auto-parts
518,CPT,Camden Property Trust,real-estate,reit-residential
519,CQP,"Cheniere Energy Partners, L.P.",energy,oil-gas-midstream
520,CR,Crane Company,industrials,specialty-industrial-machinery
521,CRBD,Corebridge Financial Inc. 6.375,N/A,N/A
522,CRBG,"Corebridge Financial, Inc.",financial-services,asset-management
523,CRC,California Resources Corporation,energy,oil-gas-e-p
524,CRGY,Crescent Energy Company,energy,oil-gas-integrated
525,CRH,CRH plc,basic-materials,building-materials
526,CRI,"Carter's, Inc.",consumer-cyclical,apparel-retail
527,CRK,"Comstock Resources, Inc.",energy,oil-gas-e-p
528,CRL,"Charles River Laboratories International, Inc.",healthcare,diagnostics-research
529,CRM,"Salesforce, Inc.",technology,software-application
530,CRS,Carpenter Technology Corporation,industrials,metal-fabrication
531,CRT,Cross Timbers Royalty Trust,energy,oil-gas-e-p
532,CSAN,Cosan S.A.,energy,oil-gas-refining-marketing
533,CSL,Carlisle Companies Incorporated,industrials,building-products-equipment
534,CSR,Centerspace,real-estate,reit-residential
535,CSTM,Constellium SE,basic-materials,aluminum
536,CSV,"Carriage Services, Inc.",consumer-cyclical,personal-services
537,CTBB,Qwest Corp. NT,N/A,N/A
538,CTDD,Qwest Corp. 6.75% NT 57,N/A,N/A
539,CTEV,Claritev Corporation,healthcare,health-information-services
540,CTO,"CTO Realty Growth, Inc.",real-estate,reit-diversified
541,CTOS,"Custom Truck One Source, Inc.",industrials,rental-leasing-services
542,CTRA,Coterra Energy Inc.,energy,oil-gas-e-p
543,CTRE,"CareTrust REIT, Inc.",real-estate,reit-healthcare-facilities
544,CTRI,"Centuri Holdings, Inc.",utilities,utilities-regulated-gas
545,CTS,CTS Corporation,technology,electronic-components
546,CTVA,"Corteva, Inc.",basic-materials,agricultural-inputs
547,CUBB,"Customers Bancorp, Inc 5.375% S",N/A,N/A
548,CUBE,CubeSmart,real-estate,reit-industrial
549,CUBI,"Customers Bancorp, Inc.",financial-services,banks-regional
550,CUK,Carnival Corporation & plc,consumer-cyclical,travel-services
551,CULP,"Culp, Inc.",consumer-cyclical,textile-manufacturing
552,CURB,Curbline Properties Corp.,real-estate,reit-retail
553,CURV,Torrid Holdings Inc.,consumer-cyclical,apparel-retail
554,CUZ,Cousins Properties Incorporated,real-estate,reit-office
555,CVE,Cenovus Energy Inc.,energy,oil-gas-integrated
556,CVEO,Civeo Corporation,consumer-cyclical,lodging
557,CVI,"CVR Energy, Inc.",energy,oil-gas-refining-marketing
558,CVLG,"Covenant Logistics Group, Inc.",industrials,trucking
559,CVNA,Carvana Co.,consumer-cyclical,auto-truck-dealerships
560,CVS,CVS Health Corporation,healthcare,healthcare-plans
561,CVX,Chevron Corporation,energy,oil-gas-integrated
562,CW,Curtiss-Wright Corporation,industrials,aerospace-defense
563,CWAN,"Clearwater Analytics Holdings, Inc.",technology,software-application
564,CWEN,"Clearway Energy, Inc.",utilities,utilities-renewable
565,CWH,"Camping World Holdings, Inc.",consumer-cyclical,auto-truck-dealerships
566,CWK,Cushman & Wakefield plc,real-estate,real-estate-services
567,CWT,California Water Service Group,utilities,utilities-regulated-water
568,CX,"CEMEX, S.A.B. de C.V.",basic-materials,building-materials
569,CXE,MFS High Income Municipal Trust,financial-services,asset-management
570,CXH,MFS Investment Grade Municipal Trust,financial-services,asset-management
571,CXM,"Sprinklr, Inc.",technology,software-application
572,CXT,"Crane NXT, Co.",industrials,specialty-industrial-machinery
573,CXW,"CoreCivic, Inc.",industrials,security-protection-services
574,CYD,China Yuchai International Limited,consumer-cyclical,auto-manufacturers
575,CYH,"Community Health Systems, Inc.",healthcare,medical-care-facilities
576,D,"Dominion Energy, Inc.",utilities,utilities-regulated-electric
577,DAC,Danaos Corporation,industrials,marine-shipping
578,DAL,"Delta Air Lines, Inc.",industrials,airlines
579,DAN,Dana Incorporated,consumer-cyclical,auto-parts
580,DAO,"Youdao, Inc.",consumer-defensive,education-training-services
581,DAR,Darling Ingredients Inc.,consumer-defensive,packaged-foods
582,DAVA,Endava plc,technology,software-infrastructure
583,DAY,Dayforce Inc,technology,software-application
584,DB,Deutsche Bank Aktiengesellschaft,financial-services,banks-regional
585,DBD,"Diebold Nixdorf, Incorporated",technology,software-application
586,DBI,Designer Brands Inc.,consumer-cyclical,footwear-accessories
587,DBL,DoubleLine Opportunistic Credit Fund,financial-services,asset-management
588,DBRG,"DigitalBridge Group, Inc.",financial-services,asset-management
589,DCI,"Donaldson Company, Inc.",industrials,specialty-industrial-machinery
590,DCO,Ducommun Incorporated,industrials,aerospace-defense
591,DD,"DuPont de Nemours, Inc.",basic-materials,specialty-chemicals
592,DDD,3D Systems Corporation,technology,computer-hardware
593,DDL,Dingdong (Cayman) Limited,consumer-defensive,grocery-stores
594,DDS,"Dillard's, Inc.",consumer-cyclical,department-stores
595,DDT,Dillards Capital Trust I CAP SECS 7.5%,N/A,N/A
596,DE,Deere & Company,industrials,farm-heavy-construction-machinery
597,DEA,"Easterly Government Properties, Inc.",real-estate,reit-office
598,DEC,Diversified Energy Company PLC,energy,oil-gas-integrated
599,DECK,Deckers Outdoor Corporation,consumer-cyclical,footwear-accessories
600,DEI,"Douglas Emmett, Inc.",real-estate,reit-office
601,DELL,Dell Technologies Inc.,technology,computer-hardware
602,DEO,Diageo plc,consumer-defensive,beverages-wineries-distilleries
603,DFH,"Dream Finders Homes, Inc.",consumer-cyclical,residential-construction
604,DFIN,"Donnelley Financial Solutions, Inc.",technology,software-application
605,DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,financial-services,asset-management
606,DFS,Discover Financial Services,financial-services,credit-services
607,DG,Dollar General Corporation,consumer-defensive,discount-stores
608,DGX,Quest Diagnostics Incorporated,healthcare,diagnostics-research
609,DHF,BNY Mellon High Yield Strategies Fund,financial-services,asset-management
610,DHI,"D.R. Horton, Inc.",consumer-cyclical,residential-construction
611,DHR,Danaher Corporation,healthcare,diagnostics-research
612,DHT,"DHT Holdings, Inc.",energy,oil-gas-midstream
613,DHX,"DHI Group, Inc.",technology,software-application
614,DIAX,Nuveen Dow 30 Dynamic Overwrite Fund,financial-services,asset-management
615,DIN,"Dine Brands Global, Inc.",consumer-cyclical,restaurants
616,DINO,HF Sinclair Corporation,energy,oil-gas-refining-marketing
617,DIS,The Walt Disney Company,communication-services,entertainment
618,DK,"Delek US Holdings, Inc.",energy,oil-gas-refining-marketing
619,DKL,"Delek Logistics Partners, LP",energy,oil-gas-refining-marketing
620,DKS,"DICK'S Sporting Goods, Inc.",consumer-cyclical,specialty-retail
621,DLB,"Dolby Laboratories, Inc.",industrials,specialty-business-services
622,DLNG,Dynagas LNG Partners LP,energy,oil-gas-midstream
623,DLR,"Digital Realty Trust, Inc.",real-estate,reit-specialty
624,DLX,Deluxe Corporation,industrials,conglomerates
625,DLY,DoubleLine Yield Opportunities Fund,financial-services,asset-management
626,DMA,Destra Multi-Alternative Fund,financial-services,asset-management
627,DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",financial-services,asset-management
628,DMO,Western Asset Mortgage Opportunity Fund Inc.,financial-services,asset-management
629,DNA,"Ginkgo Bioworks Holdings, Inc.",healthcare,biotechnology
630,DNB,"Dun & Bradstreet Holdings, Inc.",financial-services,financial-data-stock-exchanges
631,DNOW,DNOW Inc.,industrials,industrial-distribution
632,DNP,DNP Select Income Fund Inc.,financial-services,asset-management
633,DOC,"Healthpeak Properties, Inc.",real-estate,reit-healthcare-facilities
634,DOCN,"DigitalOcean Holdings, Inc.",technology,software-infrastructure
635,DOCS,"Doximity, Inc.",healthcare,health-information-services
636,DOLE,Dole plc,consumer-defensive,farm-products
637,DOUG,Douglas Elliman Inc.,real-estate,real-estate-services
638,DOV,Dover Corporation,industrials,specialty-industrial-machinery
639,DOW,Dow Inc.,basic-materials,chemicals
640,DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,financial-services,asset-management
641,DQ,Daqo New Energy Corp.,technology,semiconductor-equipment-materials
642,DRD,DRDGOLD Limited,basic-materials,gold
643,DRH,DiamondRock Hospitality Company,real-estate,reit-hotel-motel
644,DRI,"Darden Restaurants, Inc.",consumer-cyclical,restaurants
645,DSL,DoubleLine Income Solutions Fund,financial-services,asset-management
646,DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",financial-services,asset-management
647,DSU,"BlackRock Debt Strategies Fund, Inc.",financial-services,asset-management
648,DSX,Diana Shipping Inc.,industrials,marine-shipping
649,DT,"Dynatrace, Inc.",technology,software-application
650,DTB,DTE Energy Company 2020 Series ,N/A,N/A
651,DTE,DTE Energy Company,utilities,utilities-regulated-electric
652,DTF,DTF Tax-Free Income 2028 Term Fund Inc.,financial-services,asset-management
653,DTG,DTE Energy Company 2021 Series ,N/A,N/A
654,DTM,"DT Midstream, Inc.",energy,oil-gas-midstream
655,DTW,DTE Energy Company JR SUB DB 2017 E,N/A,N/A
656,DUK,Duke Energy Corporation,utilities,utilities-regulated-electric
657,DUKB,Duke Energy Corporation 5.625% ,N/A,N/A
658,DV,"DoubleVerify Holdings, Inc.",technology,software-application
659,DVA,DaVita Inc.,healthcare,medical-care-facilities
660,DVN,Devon Energy Corporation,energy,oil-gas-e-p
661,DX,"Dynex Capital, Inc.",real-estate,reit-mortgage
662,DXC,DXC Technology Company,technology,information-technology-services
663,DXYZ,Destiny Tech100 Inc.,financial-services,asset-management
664,DY,"Dycom Industries, Inc.",industrials,engineering-construction
665,E,Eni S.p.A.,energy,oil-gas-integrated
666,EAF,GrafTech International Ltd.,industrials,electrical-equipment-parts
667,EAI,"Entergy Arkansas, Inc. 1M BD 4.875%66",N/A,N/A
668,EARN,Ellington Credit Company,financial-services,asset-management
669,EAT,"Brinker International, Inc.",consumer-cyclical,restaurants
670,EB,"Eventbrite, Inc.",communication-services,internet-content-information
671,EBF,"Ennis, Inc.",industrials,business-equipment-supplies
672,EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,utilities,utilities-renewable
