,symbol,companyName,sectorKey,industryKey
1028,HLX,"Helix Energy Solutions Group, Inc.",energy,oil-gas-equipment-services
1029,HMC,"Honda Motor Co., Ltd.",consumer-cyclical,auto-manufacturers
1030,HMN,Horace Mann Educators Corporation,financial-services,insurance-property-casualty
1031,HMY,Harmony Gold Mining Company Limited,basic-materials,gold
1032,HNI,HNI Corporation,consumer-cyclical,furnishings-fixtures-appliances
1033,HOG,"Harley-Davidson, Inc.",consumer-cyclical,recreational-vehicles
1034,HOMB,"Home Bancshares, Inc. (Conway, AR)",financial-services,banks-regional
1035,HOUS,Anywhere Real Estate Inc.,real-estate,real-estate-services
1036,HOV,"Hovnanian Enterprises, Inc.",consumer-cyclical,residential-construction
1037,HP,"Helmerich & Payne, Inc.",energy,oil-gas-drilling
1038,HPE,Hewlett Packard Enterprise Company,technology,communication-equipment
1039,HPF,John Hancock Preferred Income Fund II,financial-services,asset-management
1040,HPI,John Hancock Preferred Income Fund,financial-services,asset-management
1041,HPP,"Hudson Pacific Properties, Inc.",real-estate,reit-office
1042,HPQ,HP Inc.,technology,computer-hardware
1043,HPS,John Hancock Preferred Income Fund III,financial-services,asset-management
1044,HQH,Abrdn Healthcare Investors,financial-services,asset-management
1045,HQL,Abrdn Life Sciences Investors,financial-services,asset-management
1046,HR,Healthcare Realty Trust Incorporated,real-estate,reit-healthcare-facilities
1047,HRB,"H&R Block, Inc.",consumer-cyclical,personal-services
1048,HRI,Herc Holdings Inc.,industrials,rental-leasing-services
1049,HRL,Hormel Foods Corporation,consumer-defensive,packaged-foods
1050,HRTG,"Heritage Insurance Holdings, Inc.",financial-services,insurance-property-casualty
1051,HSBC,HSBC Holdings plc,financial-services,banks-diversified
1052,HSHP,Himalaya Shipping Ltd.,industrials,marine-shipping
1053,HSY,The Hershey Company,consumer-defensive,confectioners
1054,HTB,"HomeTrust Bancshares, Inc.",financial-services,banks-regional
1055,HTD,John Hancock Tax-Advantaged Dividend Income Fund,financial-services,asset-management
1056,HTFB,Horizon Technology Finance Corporation,,
1057,HTFC,Horizon Technology Finance Corp,N/A,N/A
1058,HTGC,"Hercules Capital, Inc.",financial-services,asset-management
1059,HTH,Hilltop Holdings Inc.,financial-services,financial-conglomerates
1060,HUBB,Hubbell Incorporated,industrials,electrical-equipment-parts
1061,HUBS,"HubSpot, Inc.",technology,software-application
1062,HUM,Humana Inc.,healthcare,healthcare-plans
1063,HUN,Huntsman Corporation,basic-materials,chemicals
1064,HUYA,HUYA Inc.,communication-services,entertainment
1065,HVT,"Haverty Furniture Companies, Inc.",consumer-cyclical,home-improvement-retail
1066,HWM,Howmet Aerospace Inc.,industrials,aerospace-defense
1067,HXL,Hexcel Corporation,industrials,aerospace-defense
1068,HY,"Hyster-Yale, Inc.",industrials,farm-heavy-construction-machinery
1069,HYAC,Haymaker Acquisition Corp. 4,financial-services,shell-companies
1070,HYI,Western Asset High Yield Defined Opportunity Fund Inc.,financial-services,asset-management
1071,HYT,"BlackRock Corporate High Yield Fund, Inc.",financial-services,asset-management
1072,HZO,"MarineMax, Inc.",consumer-cyclical,specialty-retail
1073,IAE,Voya Asia Pacific High Dividend Equity Income Fund,financial-services,asset-management
1074,IAG,IAMGOLD Corporation,basic-materials,gold
1075,IBM,International Business Machines Corporation,technology,information-technology-services
1076,IBN,ICICI Bank Limited,financial-services,banks-regional
1077,IBP,"Installed Building Products, Inc.",consumer-cyclical,residential-construction
1078,IBTA,"Ibotta, Inc.",technology,software-application
1079,ICE,"Intercontinental Exchange, Inc.",financial-services,financial-data-stock-exchanges
1080,ICL,ICL Group Ltd,basic-materials,agricultural-inputs
1081,IDA,"IDACORP, Inc.",utilities,utilities-regulated-electric
1082,IDE,"Voya Infrastructure, Industrials and Materials Fund",financial-services,asset-management
1083,IDT,IDT Corporation,communication-services,telecom-services
1084,IEX,IDEX Corporation,industrials,specialty-industrial-machinery
1085,IFF,International Flavors & Fragrances Inc.,basic-materials,specialty-chemicals
1086,IFN,"The India Fund, Inc.",financial-services,asset-management
1087,IFS,Intercorp Financial Services Inc.,financial-services,banks-regional
1088,IGA,Voya Global Advantage and Premium Opportunity Fund,financial-services,asset-management
1089,IGD,Voya Global Equity Dividend and Premium Opportunity Fund,financial-services,asset-management
1090,IGI,Western Asset Investment Grade Opportunity Trust Inc.,financial-services,asset-management
1091,IGR,CBRE Global Real Estate Income Fund,financial-services,asset-management
1092,IGT,International Game Technology PLC,consumer-cyclical,gambling
1093,IH,iHuman Inc.,consumer-defensive,education-training-services
1094,IHD,Voya Emerging Markets High Dividend Equity Fund,financial-services,asset-management
1095,IHG,InterContinental Hotels Group PLC,consumer-cyclical,lodging
1096,IHS,IHS Holding Limited,communication-services,telecom-services
1097,IIF,"Morgan Stanley India Investment Fund, Inc.",financial-services,asset-management
1098,IIIN,"Insteel Industries, Inc.",industrials,metal-fabrication
1099,IIM,Invesco Value Municipal Income Trust,financial-services,asset-management
1100,IIPR,"Innovative Industrial Properties, Inc.",real-estate,reit-industrial
1101,IMAX,IMAX Corporation,communication-services,entertainment
1102,INFA,Informatica Inc.,technology,software-infrastructure
1103,INFY,Infosys Limited,technology,information-technology-services
1104,ING,ING Groep N.V.,financial-services,banks-diversified
1105,INGM,Ingram Micro Holding Corporation,technology,information-technology-services
1106,INGR,Ingredion Incorporated,consumer-defensive,packaged-foods
1107,INN,"Summit Hotel Properties, Inc.",real-estate,reit-hotel-motel
1108,INR,"Infinity Natural Resources, Inc.",energy,oil-gas-e-p
1109,INSP,"Inspire Medical Systems, Inc.",healthcare,medical-devices
1110,INSW,"International Seaways, Inc.",energy,oil-gas-midstream
1111,INVH,Invitation Homes Inc.,real-estate,reit-residential
1112,INVX,"Innovex International, Inc.",energy,oil-gas-equipment-services
1113,IONQ,"IonQ, Inc.",technology,computer-hardware
1114,IOT,Samsara Inc.,technology,software-infrastructure
1115,IP,International Paper Company,consumer-cyclical,packaging-containers
1116,IPG,"The Interpublic Group of Companies, Inc.",communication-services,advertising-agencies
1117,IPI,"Intrepid Potash, Inc.",basic-materials,agricultural-inputs
1118,IQI,Invesco Quality Municipal Income Trust,financial-services,asset-management
1119,IQV,IQVIA Holdings Inc.,healthcare,diagnostics-research
1120,IR,Ingersoll Rand Inc.,industrials,specialty-industrial-machinery
1121,IRM,Iron Mountain Incorporated,real-estate,reit-specialty
1122,IRS,IRSA Inversiones y Representaciones Sociedad Anónima,real-estate,real-estate-services
1123,IRT,"Independence Realty Trust, Inc.",real-estate,reit-residential
1124,ISD,"PGIM High Yield Bond Fund, Inc.",financial-services,asset-management
1125,IT,"Gartner, Inc.",technology,information-technology-services
1126,ITGR,Integer Holdings Corporation,healthcare,medical-devices
1127,ITT,ITT Inc.,industrials,specialty-industrial-machinery
1128,ITUB,Itaú Unibanco Holding S.A.,financial-services,banks-regional
1129,ITW,Illinois Tool Works Inc.,industrials,specialty-industrial-machinery
1130,IVR,Invesco Mortgage Capital Inc.,real-estate,reit-mortgage
1131,IVT,InvenTrust Properties Corp.,real-estate,reit-retail
1132,IVZ,Invesco Ltd.,financial-services,asset-management
1133,IX,ORIX Corporation,financial-services,financial-conglomerates
1134,J,Jacobs Solutions Inc.,industrials,engineering-construction
1135,JACS,Jackson Acquisition Company II,financial-services,shell-companies
1136,JBGS,JBG SMITH Properties,real-estate,reit-office
1137,JBI,"Janus International Group, Inc.",industrials,building-products-equipment
1138,JBK,"Corporate Backed Trust Certificates, Goldman Sachs Capital I Securities-Backed Series 2004-6 04-6 A1 3.50",N/A,N/A
1139,JBL,Jabil Inc.,technology,electronic-components
1140,JBTM,JBT Marel Corporation,industrials,specialty-industrial-machinery
1141,JCE,Nuveen Core Equity Alpha Fund,financial-services,asset-management
1142,JCI,Johnson Controls International plc,industrials,building-products-equipment
1143,JEF,Jefferies Financial Group Inc.,financial-services,capital-markets
1144,JELD,"JELD-WEN Holding, Inc.",industrials,building-products-equipment
1145,JEQ,Abrdn Japan Equity Fund Inc,financial-services,asset-management
1146,JFR,Nuveen Floating Rate Income Fund,financial-services,asset-management
1147,JGH,Nuveen Global High Income Fund,financial-services,asset-management
1148,JHG,Janus Henderson Group plc,financial-services,asset-management
1149,JHI,John Hancock Investors Trust,financial-services,asset-management
1150,JHS,John Hancock Income Securities Trust,financial-services,asset-management
1151,JHX,James Hardie Industries plc,basic-materials,building-materials
1152,JILL,"J.Jill, Inc.",consumer-cyclical,apparel-retail
1153,JKS,"JinkoSolar Holding Co., Ltd.",technology,solar
1154,JLL,Jones Lang LaSalle Incorporated,real-estate,real-estate-services
1155,JLS,Nuveen Mortgage and Income Fund,financial-services,asset-management
1156,JMIA,Jumia Technologies AG,consumer-cyclical,internet-retail
1157,JMM,Nuveen Multi-Market Income Fund,financial-services,asset-management
1158,JNJ,Johnson & Johnson,healthcare,drug-manufacturers-general
1159,JNPR,"Juniper Networks, Inc.",technology,communication-equipment
1160,JOBY,"Joby Aviation, Inc.",industrials,airports-air-services
1161,JOE,The St. Joe Company,real-estate,real-estate-diversified
1162,JOF,"Japan Smaller Capitalization Fund, Inc.",financial-services,asset-management
1163,JPC,Nuveen Preferred & Income Opportunities Fund,financial-services,asset-management
1164,JPI,Nuveen Preferred Securities & Income Opportunities Fund,financial-services,asset-management
1165,JPM,JPMorgan Chase & Co.,financial-services,banks-diversified
1166,JQC,Nuveen Credit Strategies Income Fund,financial-services,asset-management
1167,JRI,Nuveen Real Asset Income and Growth Fund,financial-services,asset-management
1168,JRS,Nuveen Real Estate Income Fund,financial-services,asset-management
1169,JWN,"Nordstrom, Inc.",consumer-cyclical,department-stores
1170,JXN,Jackson Financial Inc.,financial-services,insurance-life
1171,K,Kellanova,consumer-defensive,packaged-foods
1172,KAI,Kadant Inc.,industrials,specialty-industrial-machinery
1173,KAR,"OPENLANE, Inc.",consumer-cyclical,auto-truck-dealerships
1174,KB,KB Financial Group Inc.,financial-services,banks-regional
1175,KBDC,"Kayne Anderson BDC, Inc.",financial-services,asset-management
1176,KBH,KB Home,consumer-cyclical,residential-construction
1177,KBR,"KBR, Inc.",industrials,engineering-construction
1178,KD,"Kyndryl Holdings, Inc.",technology,information-technology-services
1179,KEN,Kenon Holdings Ltd.,utilities,utilities-independent-power-producers
1180,KEP,Korea Electric Power Corporation,utilities,utilities-regulated-electric
1181,KEX,Kirby Corporation,industrials,marine-shipping
1182,KEY,KeyCorp,financial-services,banks-regional
1183,KEYS,"Keysight Technologies, Inc.",technology,scientific-technical-instruments
1184,KF,"The Korea Fund, Inc.",financial-services,asset-management
1185,KFRC,Kforce Inc.,industrials,staffing-employment-services
1186,KFS,Kingsway Financial Services Inc.,consumer-cyclical,auto-truck-dealerships
1187,KFY,Korn Ferry,industrials,staffing-employment-services
1188,KGC,Kinross Gold Corporation,basic-materials,gold
1189,KGS,"Kodiak Gas Services, Inc.",energy,oil-gas-equipment-services
1190,KIM,Kimco Realty Corporation,real-estate,reit-retail
1191,KIND,"Nextdoor Holdings, Inc.",communication-services,internet-content-information
1192,KIO,KKR Income Opportunities Fund,financial-services,asset-management
1193,KKR,KKR & Co. Inc.,financial-services,asset-management
1194,KKRS,KKR Group Finance Co. IX LLC 4.,N/A,N/A
1195,KLC,"KinderCare Learning Companies, Inc.",consumer-defensive,education-training-services
1196,KLG,WK Kellogg Co,consumer-defensive,packaged-foods
1197,KMB,Kimberly-Clark Corporation,consumer-defensive,household-personal-products
1198,KMI,"Kinder Morgan, Inc.",energy,oil-gas-midstream
1199,KMPB,Kemper Corporation 5.875% Fixed,N/A,N/A
1200,KMPR,Kemper Corporation,financial-services,insurance-property-casualty
1201,KMT,Kennametal Inc.,industrials,tools-accessories
1202,KMX,"CarMax, Inc.",consumer-cyclical,auto-truck-dealerships
1203,KN,Knowles Corporation,technology,electronic-components
1204,KNF,Knife River Corporation,basic-materials,building-materials
1205,KNOP,KNOT Offshore Partners LP,energy,oil-gas-midstream
1206,KNSL,"Kinsale Capital Group, Inc.",financial-services,insurance-property-casualty
1207,KNTK,Kinetik Holdings Inc.,energy,oil-gas-midstream
1208,KNX,Knight-Swift Transportation Holdings Inc.,industrials,trucking
1209,KO,The Coca-Cola Company,consumer-defensive,beverages-non-alcoholic
1210,KODK,Eastman Kodak Company,industrials,specialty-business-services
1211,KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",consumer-defensive,beverages-non-alcoholic
1212,KOP,Koppers Holdings Inc.,basic-materials,specialty-chemicals
1213,KORE,"KORE Group Holdings, Inc.",communication-services,telecom-services
1214,KOS,Kosmos Energy Ltd.,energy,oil-gas-e-p
1215,KR,The Kroger Co.,consumer-defensive,grocery-stores
1216,KRC,Kilroy Realty Corporation,real-estate,reit-office
1217,KREF,KKR Real Estate Finance Trust Inc.,real-estate,reit-mortgage
1218,KRG,Kite Realty Group Trust,real-estate,reit-retail
1219,KRMN,Karman Holdings Inc.,industrials,aerospace-defense
1220,KRO,"Kronos Worldwide, Inc.",basic-materials,specialty-chemicals
1221,KRP,"Kimbell Royalty Partners, LP",energy,oil-gas-e-p
1222,KSS,Kohl's Corporation,consumer-cyclical,department-stores
1223,KT,KT Corporation,communication-services,telecom-services
1224,KTB,"Kontoor Brands, Inc.",consumer-cyclical,apparel-manufacturing
1225,KTF,DWS Municipal Income Trust,financial-services,asset-management
1226,KTH,Corts Trust Peco Energy Capital Trust III,N/A,N/A
1227,KTN,Credit-Enhanced Corts Trust Aon,N/A,N/A
1228,KUKE,Kuke Music Holding Limited,communication-services,entertainment
1229,KVUE,Kenvue Inc.,consumer-defensive,household-personal-products
1230,KVYO,"Klaviyo, Inc.",technology,software-infrastructure
1231,KW,"Kennedy-Wilson Holdings, Inc.",real-estate,real-estate-services
1232,KWR,Quaker Chemical Corporation,basic-materials,specialty-chemicals
1233,KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",financial-services,asset-management
1234,L,Loews Corporation,financial-services,insurance-property-casualty
1235,LAC,Lithium Americas Corp.,basic-materials,other-industrial-metals-mining
1236,LAD,"Lithia Motors, Inc.",consumer-cyclical,auto-truck-dealerships
1237,LADR,Ladder Capital Corp,real-estate,reit-mortgage
1238,LANV,Lanvin Group Holdings Limited,consumer-cyclical,luxury-goods
1239,LAR,Lithium Argentina AG,basic-materials,other-industrial-metals-mining
1240,LAW,"CS Disco, Inc.",technology,software-application
1241,LAZ,"Lazard, Inc.",financial-services,capital-markets
1242,LB,LandBridge Company LLC,energy,oil-gas-equipment-services
1243,LBRT,Liberty Energy Inc.,energy,oil-gas-equipment-services
1244,LC,LendingClub Corporation,financial-services,banks-regional
1245,LCII,LCI Industries,consumer-cyclical,recreational-vehicles
1246,LDI,"loanDepot, Inc.",financial-services,mortgage-finance
1247,LDOS,"Leidos Holdings, Inc.",technology,information-technology-services
1248,LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",financial-services,asset-management
1249,LEA,Lear Corporation,consumer-cyclical,auto-parts
1250,LEG,"Leggett & Platt, Incorporated",consumer-cyclical,furnishings-fixtures-appliances
1251,LEN,Lennar Corporation,consumer-cyclical,residential-construction
1252,LEO,"BNY Mellon Strategic Municipals, Inc.",financial-services,asset-management
1253,LEVI,Levi Strauss & Co.,consumer-cyclical,apparel-manufacturing
1254,LFT,"Lument Finance Trust, Inc.",real-estate,reit-mortgage
1255,LGI,"Lazard Global Total Return and Income Fund, Inc.",financial-services,asset-management
1256,LH,Labcorp Holdings Inc.,healthcare,diagnostics-research
1257,LHX,"L3Harris Technologies, Inc.",industrials,aerospace-defense
1258,LII,Lennox International Inc.,industrials,building-products-equipment
1259,LION,Lionsgate Studios Corp.,N/A,N/A
1260,LITB,"LightInTheBox Holding Co., Ltd.",consumer-cyclical,apparel-manufacturing
1261,LLY,Eli Lilly and Company,healthcare,drug-manufacturers-general
1262,LMND,"Lemonade, Inc.",financial-services,insurance-property-casualty
1263,LMT,Lockheed Martin Corporation,industrials,aerospace-defense
1264,LNC,Lincoln National Corporation,financial-services,insurance-life
1265,LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,consumer-defensive,farm-products
1266,LNG,"Cheniere Energy, Inc.",energy,oil-gas-midstream
1267,LNN,Lindsay Corporation,industrials,farm-heavy-construction-machinery
1268,LOAR,Loar Holdings Inc.,industrials,aerospace-defense
1269,LOB,"Live Oak Bancshares, Inc.",financial-services,banks-regional
1270,LOCL,Local Bounti Corporation,consumer-defensive,farm-products
1271,LOMA,Loma Negra Compañía Industrial Argentina Sociedad Anónima,basic-materials,building-materials
1272,LOW,"Lowe's Companies, Inc.",consumer-cyclical,home-improvement-retail
1273,LPG,Dorian LPG Ltd.,energy,oil-gas-midstream
1274,LPL,"LG Display Co., Ltd.",technology,consumer-electronics
1275,LPX,Louisiana-Pacific Corporation,industrials,building-products-equipment
1276,LRN,"Stride, Inc.",consumer-defensive,education-training-services
1277,LSPD,Lightspeed Commerce Inc.,technology,software-application
1278,LTC,"LTC Properties, Inc.",real-estate,reit-healthcare-facilities
1279,LTH,"Life Time Group Holdings, Inc.",consumer-cyclical,leisure
1280,LTM,LATAM Airlines Group S.A.,industrials,airlines
1281,LU,Lufax Holding Ltd,financial-services,credit-services
1282,LUCK,Lucky Strike Entertainment Corporation,consumer-cyclical,leisure
1283,LUMN,"Lumen Technologies, Inc.",communication-services,telecom-services
1284,LUV,Southwest Airlines Co.,industrials,airlines
1285,LUXE,LuxExperience B.V.,consumer-cyclical,luxury-goods
1286,LVS,Las Vegas Sands Corp.,consumer-cyclical,resorts-casinos
1287,LVWR,"LiveWire Group, Inc.",consumer-cyclical,auto-manufacturers
1288,LW,"Lamb Weston Holdings, Inc.",consumer-defensive,packaged-foods
1289,LXP,LXP Industrial Trust,real-estate,reit-industrial
1290,LXU,"LSB Industries, Inc.",basic-materials,chemicals
1291,LYB,LyondellBasell Industries N.V.,basic-materials,specialty-chemicals
1292,LYG,Lloyds Banking Group plc,financial-services,banks-regional
1293,LYV,"Live Nation Entertainment, Inc.",communication-services,entertainment
1294,LZB,La-Z-Boy Incorporated,consumer-cyclical,furnishings-fixtures-appliances
1295,LZM,Lifezone Metals Limited,basic-materials,other-industrial-metals-mining
1296,M,"Macy's, Inc.",consumer-cyclical,department-stores
1297,MA,Mastercard Incorporated,financial-services,credit-services
1298,MAA,"Mid-America Apartment Communities, Inc.",real-estate,reit-residential
1299,MAC,The Macerich Company,real-estate,reit-retail
1300,MAGN,Magnera Corporation,basic-materials,paper-paper-products
1301,MAIN,Main Street Capital Corporation,financial-services,asset-management
1302,MAN,ManpowerGroup Inc.,industrials,staffing-employment-services
1303,MANU,Manchester United plc,communication-services,entertainment
1304,MAS,Masco Corporation,industrials,building-products-equipment
1305,MATV,"Mativ Holdings, Inc.",basic-materials,specialty-chemicals
1306,MATX,"Matson, Inc.",industrials,marine-shipping
1307,MAV,"Pioneer Municipal High Income Advantage Fund, Inc.",financial-services,asset-management
1308,MAX,"MediaAlpha, Inc.",communication-services,internet-content-information
1309,MBC,"MasterBrand, Inc.",consumer-cyclical,furnishings-fixtures-appliances
1310,MBI,MBIA Inc.,financial-services,insurance-specialty
1311,MC,Moelis & Company,financial-services,capital-markets
1312,MCB,Metropolitan Bank Holding Corp.,financial-services,banks-regional
1313,MCD,McDonald's Corporation,consumer-cyclical,restaurants
1314,MCI,Barings Corporate Investors,financial-services,asset-management
1315,MCK,McKesson Corporation,healthcare,medical-distribution
1316,MCN,XAI Madison Equity Premium Income Fund,financial-services,asset-management
1317,MCO,Moody's Corporation,financial-services,financial-data-stock-exchanges
1318,MCR,MFS Charter Income Trust,financial-services,asset-management
1319,MCS,The Marcus Corporation,communication-services,entertainment
1320,MCY,Mercury General Corporation,financial-services,insurance-property-casualty
1321,MD,"Pediatrix Medical Group, Inc.",healthcare,medical-care-facilities
1322,MDT,Medtronic plc,healthcare,medical-devices
1323,MDU,"MDU Resources Group, Inc.",industrials,conglomerates
1324,MDV,"Modiv Industrial, Inc.",real-estate,reit-industrial
1325,MEC,"Mayville Engineering Company, Inc.",industrials,metal-fabrication
1326,MED,"Medifast, Inc.",consumer-cyclical,personal-services
1327,MEG,"Montrose Environmental Group, Inc.",industrials,waste-management
1328,MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund,financial-services,asset-management
1329,MEI,"Methode Electronics, Inc.",technology,electronic-components
1330,MET,"MetLife, Inc.",financial-services,insurance-life
1331,MFA,"MFA Financial, Inc.",real-estate,reit-mortgage
1332,MFAN,"MFA Financial, Inc. 8.875% Seni",N/A,N/A
1333,MFAO,"MFA Financial, Inc. 9.000% Seni",N/A,N/A
1334,MFC,Manulife Financial Corporation,financial-services,insurance-life
1335,MFG,"Mizuho Financial Group, Inc.",financial-services,banks-regional
1336,MFM,MFS Municipal Income Trust,financial-services,asset-management
1337,MG,"Mistras Group, Inc.",industrials,security-protection-services
1338,MGA,Magna International Inc.,consumer-cyclical,auto-parts
1339,MGF,MFS Government Markets Income Trust,financial-services,asset-management
1340,MGM,MGM Resorts International,consumer-cyclical,resorts-casinos
1341,MGR,"Affiliated Managers Group, Inc.",N/A,N/A
1342,MGRB,"Affiliated Managers Group, Inc.",N/A,N/A
1343,MGRD,"Affiliated Managers Group, Inc.",N/A,N/A
1344,MGRE,"Affiliated Managers Group, Inc.",N/A,N/A
1345,MGY,Magnolia Oil & Gas Corporation,energy,oil-gas-e-p
1346,MHD,"BlackRock MuniHoldings Fund, Inc.",financial-services,asset-management
1347,MHF,Western Asset Municipal High Income Fund Inc.,financial-services,asset-management
1348,MHI,"Pioneer Municipal High Income Fund, Inc.",financial-services,asset-management
1349,MHK,"Mohawk Industries, Inc.",consumer-cyclical,furnishings-fixtures-appliances
1350,MHLA,"Maiden Holdings, Ltd. 6.625 NT 2046",N/A,N/A
1351,MHN,"BlackRock MuniHoldings New York Quality Fund, Inc.",financial-services,asset-management
1352,MHNC,"Maiden Holdings North America, Ltd.",N/A,N/A
1353,MHO,"M/I Homes, Inc.",consumer-cyclical,residential-construction
1354,MIN,MFS Intermediate Income Trust,financial-services,asset-management
1355,MIO,"Pioneer Municipal High Income Opportunities Fund, Inc.",financial-services,asset-management
1356,MIR,"Mirion Technologies, Inc.",industrials,specialty-industrial-machinery
1357,MITN,"AG Mortgage Investment Trust, I",N/A,N/A
1358,MITP,"AG Mortgage Investment Trust, I",N/A,N/A
1359,MITT,"AG Mortgage Investment Trust, Inc.",real-estate,reit-mortgage
1360,MIY,"BlackRock MuniYield Michigan Quality Fund, Inc.",financial-services,asset-management
1361,MKC,"McCormick & Company, Incorporated",consumer-defensive,packaged-foods
1362,MKL,Markel Group Inc.,financial-services,insurance-property-casualty
1363,MLI,"Mueller Industries, Inc.",industrials,metal-fabrication
1364,MLM,"Martin Marietta Materials, Inc.",basic-materials,building-materials
1365,MLNK,"MeridianLink, Inc.",technology,software-application
1366,MLP,"Maui Land & Pineapple Company, Inc.",real-estate,real-estate-services
1367,MLR,"Miller Industries, Inc.",consumer-cyclical,auto-parts
1368,MMC,"Marsh & McLennan Companies, Inc.",financial-services,insurance-brokers
1369,MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund,financial-services,asset-management
1370,MMI,"Marcus & Millichap, Inc.",real-estate,real-estate-services
1371,MMM,3M Company,industrials,conglomerates
1372,MMS,"Maximus, Inc.",industrials,specialty-business-services
1373,MMT,MFS Multimarket Income Trust,financial-services,asset-management
1374,MMU,Western Asset Managed Municipals Fund Inc.,financial-services,asset-management
1375,MNR,Mach Natural Resources LP,energy,oil-gas-e-p
1376,MNSO,MINISO Group Holding Limited,consumer-cyclical,specialty-retail
1377,MO,"Altria Group, Inc.",consumer-defensive,tobacco
1378,MOD,Modine Manufacturing Company,consumer-cyclical,auto-parts
1379,MODG,Topgolf Callaway Brands Corp.,consumer-cyclical,leisure
1380,MOGU,MOGU Inc.,consumer-cyclical,internet-retail
1381,MOH,"Molina Healthcare, Inc.",healthcare,healthcare-plans
1382,MOS,The Mosaic Company,basic-materials,agricultural-inputs
1383,MOV,"Movado Group, Inc.",consumer-cyclical,luxury-goods
1384,MP,MP Materials Corp.,basic-materials,other-industrial-metals-mining
1385,MPA,BlackRock MuniYield Pennsylvania Quality Fund,financial-services,asset-management
1386,MPC,Marathon Petroleum Corporation,energy,oil-gas-refining-marketing
1387,MPLX,MPLX LP,energy,oil-gas-midstream
1388,MPV,Barings Participation Investors,financial-services,asset-management
1389,MPW,"Medical Properties Trust, Inc.",real-estate,reit-healthcare-facilities
1390,MPX,Marine Products Corporation,consumer-cyclical,recreational-vehicles
1391,MQT,"BlackRock MuniYield Quality Fund II, Inc.",financial-services,asset-management
1392,MQY,"BlackRock MuniYield Quality Fund, Inc.",financial-services,asset-management
1393,MRC,MRC Global Inc.,energy,oil-gas-equipment-services
1394,MRK,"Merck & Co., Inc.",healthcare,drug-manufacturers-general
1395,MRP,"Millrose Properties, Inc.",real-estate,reit-residential
1396,MS,Morgan Stanley,financial-services,capital-markets
1397,MSA,MSA Safety Incorporated,industrials,security-protection-services
1398,MSB,Mesabi Trust,basic-materials,steel
1399,MSC,Studio City International Holdings Limited,consumer-cyclical,resorts-casinos
1400,MSCI,MSCI Inc.,financial-services,financial-data-stock-exchanges
1401,MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",financial-services,asset-management
1402,MSDL,Morgan Stanley Direct Lending Fund,financial-services,asset-management
1403,MSGE,Madison Square Garden Entertainment Corp.,consumer-cyclical,leisure
1404,MSGS,Madison Square Garden Sports Corp.,communication-services,entertainment
1405,MSI,"Motorola Solutions, Inc.",technology,communication-equipment
1406,MSIF,"MSC Income Fund, Inc.",financial-services,asset-management
1407,MSM,"MSC Industrial Direct Co., Inc.",industrials,industrial-distribution
1408,MT,ArcelorMittal S.A.,basic-materials,steel
1409,MTAL,MAC Copper Limited,basic-materials,copper
1410,MTB,M&T Bank Corporation,financial-services,banks-regional
1411,MTD,Mettler-Toledo International Inc.,healthcare,diagnostics-research
1412,MTDR,Matador Resources Company,energy,oil-gas-e-p
1413,MTG,MGIC Investment Corporation,financial-services,insurance-specialty
1414,MTH,Meritage Homes Corporation,consumer-cyclical,residential-construction
1415,MTN,"Vail Resorts, Inc.",consumer-cyclical,resorts-casinos
1416,MTR,Mesa Royalty Trust,energy,oil-gas-e-p
1417,MTRN,Materion Corporation,basic-materials,other-industrial-metals-mining
1418,MTUS,Metallus Inc.,basic-materials,steel
1419,MTW,"The Manitowoc Company, Inc.",industrials,farm-heavy-construction-machinery
1420,MTX,Minerals Technologies Inc.,basic-materials,specialty-chemicals
1421,MTZ,"MasTec, Inc.",industrials,engineering-construction
1422,MUA,"BlackRock MuniAssets Fund, Inc.",financial-services,asset-management
1423,MUC,"BlackRock MuniHoldings California Quality Fund, Inc.",financial-services,asset-management
1424,MUE,"BlackRock MuniHoldings Quality Fund II, Inc.",financial-services,asset-management
1425,MUFG,"Mitsubishi UFJ Financial Group, Inc.",financial-services,banks-diversified
1426,MUJ,"BlackRock MuniHoldings New Jersey Quality Fund, Inc.",financial-services,asset-management
1427,MUR,Murphy Oil Corporation,energy,oil-gas-e-p
1428,MUSA,Murphy USA Inc.,consumer-cyclical,specialty-retail
1429,MUX,McEwen Mining Inc.,basic-materials,other-precious-metals-mining
1430,MVF,"BlackRock MuniVest Fund, Inc.",financial-services,asset-management
1431,MVO,MV Oil Trust,energy,oil-gas-e-p
1432,MVT,"BlackRock MuniVest Fund II, Inc.",financial-services,asset-management
1433,MWA,"Mueller Water Products, Inc.",industrials,specialty-industrial-machinery
1434,MX,Magnachip Semiconductor Corporation,technology,semiconductors
1435,MXE,Mexico Equity & Income Fund Inc.,financial-services,asset-management
1436,MXF,"The Mexico Fund, Inc.",financial-services,asset-management
1437,MYD,"BlackRock MuniYield Fund, Inc.",financial-services,asset-management
